title,text,text_clean,source,url,published_at,date_collected,word_count,sentiment_compound,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Fox News,https://example.com/article-197,2025-01-15,2025-01-16,72,-0.28639551626210524,negative,0.4763243190193585,0.27234559589539203,0.7172855924379236
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-198,2025-01-15,2025-01-16,85,-0.03540779259648546,neutral,0.07124777145075661,0.14966644603540682,0.6854467202954357
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-199,2025-01-15,2025-01-16,136,0.005964868348691407,neutral,0.2588558216923557,0.026359949743450007,0.6051880793627542
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,TechCrunch,https://example.com/article-200,2025-01-15,2025-01-16,142,0.11679172258176763,positive,0.06635787702153018,0.17026225447846743,0.7068394907411797
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,The Verge,https://example.com/article-201,2025-01-15,2025-01-16,83,-0.7298722923919114,negative,0.052283920167200126,0.190929074863091,0.7119427179460704
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,The Verge,https://example.com/article-202,2025-01-15,2025-01-16,134,0.8457804093071364,positive,0.27064816765053523,0.21271815583527492,0.7612907371238258
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,The Verge,https://example.com/article-203,2025-01-15,2025-01-16,114,0.030172808306979187,neutral,0.4474083280302638,0.16427771284612086,0.7451893309887482
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,Fox News,https://example.com/article-204,2025-01-15,2025-01-16,99,0.5970410409170462,positive,0.36579476087766594,0.024488994609176872,0.5181056251971692
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,Reuters,https://example.com/article-205,2025-01-15,2025-01-16,58,0.18561297809621008,positive,0.48793262790956565,0.10106873753133205,0.5546353747066098
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,Reuters,https://example.com/article-206,2025-01-15,2025-01-16,83,-0.3400983908242553,negative,0.2776817754688156,0.21576053348167915,0.5685364223993896
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Reuters,https://example.com/article-207,2025-01-15,2025-01-16,67,-0.07142581217523436,negative,0.09977122546457257,0.20406847272938738,0.5216595226937527
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,BBC News,https://example.com/article-208,2025-01-15,2025-01-16,133,0.2690304552345316,positive,0.48039027574348847,0.12477220984408223,0.7538735876057148
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,The Guardian,https://example.com/article-209,2025-01-15,2025-01-16,99,0.6750477538658898,positive,0.02005459570624124,0.26010944883673454,0.673602622571718
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,The Guardian,https://example.com/article-210,2025-01-15,2025-01-16,105,0.6664690113528661,positive,0.29886178262793217,0.23788682838168945,0.6965028016496326
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,Reuters,https://example.com/article-211,2025-01-15,2025-01-16,148,-0.6587236506826517,negative,0.23290640351012426,0.2507994191343628,0.570737628187763
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,The Verge,https://example.com/article-212,2025-01-15,2025-01-16,81,-0.5554863443771181,negative,0.11877166246193882,0.29141852821249187,0.554293085812847
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,TechCrunch,https://example.com/article-213,2025-01-15,2025-01-16,99,-0.4815638220191705,negative,0.20251039954016076,0.17787551994953454,0.6738244698030502
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,BBC News,https://example.com/article-214,2025-01-15,2025-01-16,128,0.13097228176143233,positive,0.48470616116764376,0.07744002981033826,0.6970209993623877
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,Wired,https://example.com/article-215,2025-01-15,2025-01-16,75,0.7074521568336106,positive,0.48491052253927236,0.13613686241509176,0.5708151390039392
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,MSNBC,https://example.com/article-216,2025-01-15,2025-01-16,132,0.1942942193244096,positive,0.16850158821564315,0.24866500976478284,0.6292662570985418
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,BBC News,https://example.com/article-217,2025-01-15,2025-01-16,96,0.5745732386134256,positive,0.08352095395047493,0.0502857648864953,0.5110014280800629
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,NPR,https://example.com/article-218,2025-01-15,2025-01-16,88,0.016380452762180503,neutral,0.42208522448459856,0.24170104588501595,0.6756063093190257
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,The Guardian,https://example.com/article-219,2025-01-15,2025-01-16,117,-0.725034971468747,negative,0.028543428044657426,0.1593508584003096,0.7809817076884885
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,TechCrunch,https://example.com/article-220,2025-01-15,2025-01-16,140,0.15379342690852277,positive,0.46693750876395246,0.09484683149302515,0.6521704426065178
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,NPR,https://example.com/article-221,2025-01-15,2025-01-16,127,0.17609172081777552,positive,0.34298386799149205,0.0052139370556438915,0.5969391971210836
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,Wired,https://example.com/article-222,2025-01-15,2025-01-16,82,-0.4069046047588522,negative,0.2444232901284601,0.2000592772638313,0.5418953764268939
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,CNN,https://example.com/article-223,2025-01-15,2025-01-16,145,0.31174045035251224,positive,0.3664494591706709,0.04871456839869626,0.5565047251296804
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,TechCrunch,https://example.com/article-224,2025-01-15,2025-01-16,44,-0.03438361552078261,neutral,0.4816734164101995,0.07659195741852955,0.6984897051113441
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,CNN,https://example.com/article-225,2025-01-15,2025-01-16,121,-0.5818477479311763,negative,0.3089236201006069,0.26067149534361544,0.6711829239916489
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,The Guardian,https://example.com/article-226,2025-01-15,2025-01-16,72,0.8413063911809311,positive,0.30030477127311805,0.28226260690141947,0.7480516651135632
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,CNN,https://example.com/article-227,2025-01-15,2025-01-16,103,0.5406074512049859,positive,0.024106019430278014,0.29315225526639516,0.6220723882168612
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-228,2025-01-15,2025-01-16,114,-0.23497233855046762,negative,0.43925778065067395,0.12124209649530988,0.5981099484689716
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,CNN,https://example.com/article-229,2025-01-15,2025-01-16,52,0.7366690506500698,positive,0.39890682442931724,0.1306749944438799,0.7453502648525065
New AI breakthrough announced by researchers,This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. This is sample article text about new ai breakthrough announced by researchers. ,sample article text new ai breakthrough announced by researchers,Fox News,https://example.com/article-230,2025-01-15,2025-01-16,124,0.5128157332667221,positive,0.16229291495013515,0.10993846046141936,0.6188518074827767
Climate change talks reach historic agreement,This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. This is sample article text about climate change talks reach historic agreement. ,sample article text climate change talks reach historic agreement,Fox News,https://example.com/article-231,2025-01-15,2025-01-16,72,-0.011144189872965428,neutral,0.11877206543716373,0.11197553748880203,0.5681808881789454
Stock market shows mixed signals amid uncertainty,This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. This is sample article text about stock market shows mixed signals amid uncertainty. ,sample article text stock market shows mixed signals amid uncertainty,MSNBC,https://example.com/article-232,2025-01-15,2025-01-16,105,0.5629313043741713,positive,0.23174702190028618,0.11393573405376894,0.7590000948715476
Tech giant announces major product launch,This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. This is sample article text about tech giant announces major product launch. ,sample article text tech giant announces major product launch,NPR,https://example.com/article-233,2025-01-15,2025-01-16,132,0.4573045959852713,positive,0.17062391381307818,0.1140586856357571,0.6196468342690702
Scientists discover potential cancer treatment,This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. This is sample article text about scientists discover potential cancer treatment. ,sample article text scientists discover potential cancer treatment,The Verge,https://example.com/article-234,2025-01-15,2025-01-16,109,0.5035621647178466,positive,0.37343785806791135,0.21464727212978232,0.6563702397456004
Political tensions rise over trade negotiations,This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. This is sample article text about political tensions rise over trade negotiations. ,sample article text political tensions rise over trade negotiations,NPR,https://example.com/article-235,2025-01-15,2025-01-16,54,-0.5337672221926717,negative,0.12174114828814964,0.278110363438892,0.5180802170868682
Renewable energy costs continue to fall,This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. This is sample article text about renewable energy costs continue to fall. ,sample article text renewable energy costs continue to fall,CNN,https://example.com/article-236,2025-01-15,2025-01-16,117,-0.6011207158463108,negative,0.24293587959316282,0.07703297031615237,0.5854618705885769
Space exploration mission achieves milestone,This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. This is sample article text about space exploration mission achieves milestone. ,sample article text space exploration mission achieves milestone,Reuters,https://example.com/article-237,2025-01-15,2025-01-16,47,0.732572013157764,positive,0.15565384957800182,0.18310013499327552,0.7148452022669581
Economic indicators suggest steady growth,This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. This is sample article text about economic indicators suggest steady growth. ,sample article text economic indicators suggest steady growth,Fox News,https://example.com/article-238,2025-01-15,2025-01-16,133,0.40151673629654877,positive,0.09057467476734016,0.20433535618949483,0.554431504308688
Social media platform faces privacy concerns,This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. This is sample article text about social media platform faces privacy concerns. ,sample article text social media platform faces privacy concerns,Wired,https://example.com/article-239,2025-01-15,2025-01-16,81,0.6526893224640679,positive,0.09261422327370483,0.2753257467514132,0.6273582275589086
